field_id,season_year,soil_ph,soil_type,soil_moisture_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,forecast_rain_mm,avg_temp,precip_history_mm,previous_crop,crop_planted,yield_t_ha,water_source
Field_017,2022,6.9,sandy,32.56,77.5,45.73,18.72,368.82,9.43,358.67,Raspberry,Banana,9.47,rainfed
Field_044,2018,7.8,Peat,44.49,88.37,30.24,37.38,626.45,13.87,567.16,Spinach,Rye,6.58,well
Field_046,2021,6.37,SILT,16.58,116.93,15.45,54.26,364.13,30.68,88.14,Sunflower,Lettuce,9.36,rainfed
Field_038,2020,6.72,SANDY,46.06,57.6,40.85,63.37,518.82,12.86,263.0,Lettuce,Rice,8.85,rainfed
Field_012,2024,6.39,Silt,12.04,18.61,39.7,20.79,365.47,23.98,644.72,Coffee,Barley,9.51,river
Field_041,2018,8.03,Sandy,25.26,93.0,43.38,99.14,599.9,19.29,471.68,Pineapple,Cotton,5.71,river
Field_049,2020,5.17,Loam,33.24,27.21,17.5,94.33,526.13,15.51,366.86,Canola,Tomato,0.55,canal
Field_032,2018,5.14,peat,40.62,93.48,53.85,92.46,304.53,24.47,733.15,Pineapple,Pineapple,5.77,well
Field_016,2021,6.7,clay,15.51,134.1,12.61,85.33,738.0,19.74,548.5,Chickpea,Plum,8.66,well
Field_032,2020,4.8,peat,35.55,80.27,41.95,69.38,429.48,27.68,653.56,Strawberry,Strawberry,4.13,well
Field_035,2025,6.59,Clay,11.25,46.51,40.39,68.98,427.87,21.91F,561.11,Pear,Pumpkin,5.0,river
Field_027,2025,5.5,Sandy,48.42,43.53,34.76,22.8,18.9 in,16.45,309.04,Tea,Melon,9.93,canal
Field_048,2021,6.14,LOAMY,23.17,71.41,61.66,24.82,704.31,15.57,490.31,Pineapple,Mango,9.02,river
Field_041,2025,6.54,Sandy,35.13,109.11,39.67,114.4,527.81,21.9,849.89,Sunflower,Lettuce,6.18,river
Field_038,2021,6.82,SANDY,54.8,-1,34.24,,699.67,11.04,268.19,Wheat,Wheat,8.78,rainfed
Field_033,2019,8.11,Silt,21.19,142.52,6.25,80.07,506.8,23.48,320.57,Cabbage,Carrot,2.99,well
Field_015,2023,7.54,peat,27.81,48.25,17.37,46.25,848.4,16.26,733.46,Melon,Apple,6.89,well
Field_049,2020,6.55,Loam,32.59,17.94,13.52,103.5,602.08,14.46,295.21,Grapes,Oats,3.89,canal
Field_005,2020,-1,Silt,32.52,44.85,33.88,62.01,440.49,20.7,323.69,Pea,Coffee,0.83,canal
Field_004,2020,5.74,CLAY,33.31,15.21,15.14,110.96,537.53,20.96,234.57,Lentil,Tomato,7.51,well
Field_010,2022,4.58,Silt,12.3,132.11,62.37,82.63,761.98,30.55F,283.61,Onion,Wheat,7.6,canal
Field_044,2019,6.87,Peat,62.57,92.42,28.71,37.1,747.99,13.44,782.21,Melon,Blueberry,6.16,well
Field_017,2020,5.17,sandy,27.07,103.51,47.62,26.09,247.26,12.26,277.16,Plum,Cucumber,2.66,rainfed
Field_035,2020,8.78,Clay,15.26,47.93,50.86,79.19,412.32,26.58,469.66,Millet,Carrot,4.81,river
Field_038,2023,5.71,SANDY,45.8,72.69,39.95,65.33,687.0,12.88,268.5,Tea,Lettuce,7.4,rainfed
Field_040,2024,4.91,LOAM,11.1,48.14,58.13,92.81,261.68,16.84,251.64,Cauliflower,Soybean,7.59,rainfed
Field_048,2020,4.71,LOAMY,23.23,69.24,51.72,26.17,441.75,13.91,834.17,Canola,Tea,6.59,river
Field_006,2022,7.65,sandy,40.89,101.04,19.33,48.26,32.6 in,12.91,180.48,Rye,Corn,3.05,well
Field_036,2024,5.61,peat,35.66,103.88,45.0,49.96,751.01,22.13F,588.8,Cassava,Barley,2.98,river
Field_039,2023,7.19,SILT,13.35,24.01,47.82,31.44,7.6 in,8.64,405.78,Millet,Hemp,6.52,rainfed
Field_026,2020,7.06,clay,29.01,51.81,14.88,50.81,261.08,,519.66,Kale,Pear,3.7,canal
Field_050,2018,6.18,Peat,25.67,110.6,60.21,79.31,581.51,13.68,forty,Barley,Cassava,6.62,well
Field_001,2018,8.31,silt,21.92,18.68,52.76,,24.7 in,29.81,208.01,Pear,Pear,9.15,canal
Field_029,2019,9.14,SANDY,24.77,90.69,20.58,74.7,467.98,15.64F,120.14,Cucumber,Strawberry,6.78,rainfed
Field_042,2018,5.46,Sandy,8.24,22.63,43.74,31.03,232.5,17.28,697.61,Strawberry,Rye,7.91,river
Field_023,2023,7.98,LOAM,21.24,116.31,39.98,60.55,220.75,20.55,172.19,Barley,Canola,3.22,rainfed
Field_008,2018,7.19,Silt,27.35,94.86,28.6,40.62,5.7 in,12.52,368.89,Hemp,Hemp,-3.5,well
Field_049,2021,4.64,Loam,28.88,26.77,19.04,88.92,584.45,15.36,428.12,Cotton,Kale,3.57,canal
Field_042,2018,6.87,Sandy,11.37,15.4,41.68,31.1,409.55,15.48,829.04,Sorghum,Wheat,7.91,river
Field_009,2022,7.29,Peat,37.87,130.19,49.84,49.35,406.34,18.25F,184.45,Cauliflower,Lettuce,8.95,rainfed
Field_013,2019,5.65,Peat,29.65,85.3,37.11,33.36,261.34,28.78F,513.68,Cabbage,Cassava,6.08,rainfed
Field_041,2025,8.67,Sandy,37.14,94.34,61.1,105.33,382.36,21.18F,717.59,Raspberry,Strawberry,7.83,river
Field_044,2020,7.33,Peat,51.45,63.9,36.09,40.0,714.44,13.57,forty,Sweet Potato,Tea,7.43,well
Field_027,2020,6.13,Sandy,46.03,44.21,33.17,23.98,27.1 in,15.52,211.38,Rice,Kale,9.17,canal
Field_031,2022,7.51,PEAT,34.56,61.69,36.89,45.8,15.6 in,10.92,753.59,Tea,Coffee,5.23,canal
Field_008,2021,5.23,Silt,31.67,92.87,35.87,32.19,192.61,11.29,320.94,Tomato,Kale,8.84,well
Field_007,2022,8.73,PEAT,15.56,36.9,41.3,60.11,479.18,33.38,223.25,Cassava,Peach,8.82,canal
Field_010,2025,6.89,Silt,12.56,106.75,45.39,90.53,608.28,31.75,286.03,Pepper,Broccoli,7.99,canal
Field_039,2020,9.19,SILT,18.98,27.26,27.4,38.4,172.66,10.21,646.06,Beet,Raspberry,6.69,rainfed
Field_014,2023,6.89,Loam,23.85,108.93,14.02,54.72,14.3 in,27.89,124.66,Beet,Canola,7.29,canal
Field_048,2021,4.29,LOAMY,19.62,66.0,64.81,32.41,766.35,12.89,791.96,Potato,Wheat,4.72,river
Field_037,2024,5.25,Sandy,39.68,62.92,40.3,65.53,20.8 in,20.13,541.49,Wheat,Lettuce,8.06,well
Field_005,2018,6.16,Silt,37.63,70.76,23.13,52.13,451.07,16.4,204.73,Sorghum,Sorghum,7.66,canal
Field_045,2020,5.96,clay,36.86,34.81,,76.98,266.81,19.79,227.06,Millet,Pea,2.55,river
Field_010,2018,4.72,Silt,11.31,101.3,59.13,57.71,571.53,28.18,249.57,Sunflower,Millet,7.48,canal
Field_018,2018,5.33,Peat,21.26,60.28,34.65,48.3,272.22,13.08,761.42,Wheat,Flax,4.58,canal
Field_001,2023,7.06,silt,33.79,17.82,49.38,34.96,490.02,29.73,285.4,Pear,Coffee,3.18,canal
Field_043,2023,6.96,Loam,33.39,167.81,21.02,28.76,487.44,10.06,252.33,Pea,Raspberry,8.8,well
Field_026,2023,5.92,clay,47.3,89.83,18.51,39.7,331.55,23.87,473.45,Onion,Pepper,4.1,canal
Field_027,2025,4.52,Sandy,53.61,35.21,23.03,25.64,531.47,16.42,180.58,Corn,Blueberry,2.04,canal
Field_032,2021,7.21,peat,36.58,129.3,57.56,60.1,225.39,28.49,439.97,Cocoa,Sunflower,6.96,well
Field_019,2022,6.22,Sandy,13.5,174.67,52.75,58.77,826.4,29.53,541.69,Chickpea,Kale,1.71,rainfed
Field_027,2019,6.96,Sandy,36.73,60.92,40.95,19.74,712.11,12.56,238.22,Sunflower,Corn,8.4,canal
Field_031,2021,7.08,PEAT,42.1,55.89,46.62,30.99,409.96,,517.73,Corn,Soybean,6.24,canal
Field_019,2021,7.23,Sandy,18.5,162.86,,48.09,521.0,,478.35,Rice,Cucumber,5.64,rainfed
Field_007,2023,5.58,PEAT,15.99,55.67,52.57,77.22,588.41,33.68,242.95,Melon,Pear,1.77,canal
Field_022,2025,6.62,loam,47.67,84.97,37.51,26.06,591.89,24.53,614.34,Rice,Rye,7.46,rainfed
Field_030,2025,6.44,Silt,23.95,64.08,45.96,68.52,708.26,8.5,550.59,Oats,Pear,5.9,rainfed
Field_041,2023,6.91,Sandy,41.16,66.92,37.69,106.27,437.62,17.14F,905.44,Rice,Strawberry,7.24,river
Field_012,2021,5.29,Silt,14.25,14.74,46.68,34.26,371.88,25.08,706.13,Sunflower,Pea,3.01,river
Field_027,2021,5.18,Sandy,58.3,54.94,25.85,28.65,674.63,12.95,239.74,Pepper,Lettuce,7.16,canal
Field_025,2022,8.14,Silt,17.59,39.88,46.18,97.35,-1,23.35,485.98,Pea,Pea,3.31,well
Field_002,2022,8.64,clay,64.28,133.52,22.99,35.95,33.2 in,27.22,83.37,Pepper,Pepper,2.23,canal
Field_050,2022,5.67,Peat,26.76,99.26,67.12,78.44,679.31,14.8,606.78,Flax,Canola,2.4,well
Field_039,2020,7.23,SILT,24.19,25.12,27.47,40.75,138.0,10.88,430.54,Sweet Potato,Kale,1.63,rainfed
Field_050,2022,8.02,Peat,24.92,105.95,71.56,73.91,485.51,12.62F,630.17,Peach,Peach,3.99,well
Field_037,2019,5.58,Sandy,24.79,74.05,26.75,87.86,838.2,21.47,564.57,Flax,Flax,2.62,well
Field_015,2020,9.41,peat,35.45,61.78,11.71,31.61,23.8 in,16.29,756.2,Lentil,Cotton,0.56,well
Field_041,2025,9.42,Sandy,30.65,86.27,55.08,71.45,476.43,21.84,730.13,Corn,Strawberry,1.85,river
Field_048,2021,6.31,LOAMY,23.86,59.61,64.22,29.79,723.78,15.2,751.81,Wheat,Oats,9.88,river
Field_044,2024,5.35,Peat,63.96,96.35,33.66,26.25,555.6,12.61,662.2,Barley,Wheat,1.33,well
Field_045,2021,6.99,clay,51.71,28.82,58.44,71.93,306.78,20.53,229.88,Pumpkin,Beet,1.04,river
Field_036,2020,8.43,peat,48.49,127.67,36.04,31.65,653.11,22.68,700.2,Soybean,Pumpkin,8.91,river
Field_005,2018,8.28,Silt,34.29,73.64,22.19,85.81,550.16,15.41,,Coffee,Melon,8.84,canal
Field_034,2022,4.74,loam,42.93,68.37,23.19,68.43,267.61,24.86F,114.37,Millet,Cocoa,3.31,well
Field_015,2024,6.25,peat,26.3,83.9,19.82,43.81,789.17,14.23,742.76,Cauliflower,Cauliflower,7.55,well
Field_024,2021,5.68,Clay,28.52,23.17,40.43,82.64,303.73,35.98,258.12,Tea,Banana,1.33,river
Field_031,2018,7.28,PEAT,53.26,45.57,50.69,30.75,270.15,12.55F,566.6,Sweet Potato,Pepper,2.87,canal
Field_016,2023,5.85,clay,17.17,127.93,19.17,68.11,614.5,19.11,506.15,Lentil,Melon,2.63,well
Field_041,2019,7.43,Sandy,38.86,84.84,39.58,86.09,589.39,17.42,526.33,Peach,Peach,4.18,river
Field_005,2020,6.83,Silt,24.28,43.31,37.05,76.15,422.28,19.96,197.25,Onion,Broccoli,5.63,canal
Field_044,2019,6.4,Peat,48.65,77.98,33.33,28.07,572.73,14.24,921.18,Banana,Banana,5.52,well
Field_016,2022,5.52,clay,13.57,,18.25,57.02,27.6 in,18.04,577.48,Sunflower,Chickpea,7.56,well
Field_032,2019,7.05,peat,43.52,89.35,68.33,92.38,326.86,26.48,655.82,Sweet Potato,Lettuce,6.0,well
Field_043,2019,8.47,Loam,46.27,152.5,19.8,23.43,292.96,10.31F,199.1,Barley,Barley,2.62,well
Field_025,2022,7.71,Silt,11.66,52.21,31.74,71.48,639.42,26.62,580.15,Barley,Chickpea,9.63,well
Field_048,2022,5.19,LOAMY,20.66,51.96,69.66,32.65,881.07,13.13,651.71,Potato,Soybean,2.81,river
Field_013,2019,6.9,Peat,31.85,87.3,43.44,20.04,155.67,22.99,477.92,Cabbage,Banana,7.03,rainfed
Field_006,2019,6.51,sandy,35.62,126.43,12.15,27.45,732.83,16.6,125.62,Canola,Barley,8.57,well
Field_014,2019,6.98,Loam,24.15,149.24,22.08,38.0,485.32,29.51,81.22,Blueberry,Cabbage,5.87,canal
Field_034,2023,7.33,loam,39.78,102.61,20.91,70.62,14.4 in,22.3,69.45,Pumpkin,Mango,6.98,well
Field_007,2025,5.55,PEAT,23.62,50.72,47.17,68.6,610.39,29.21F,249.06,Cotton,Spinach,8.7,canal
Field_038,2018,5.46,SANDY,62.15,95.84,22.93,57.28,621.78,12.74,227.99,Hemp,Rye,5.86,rainfed
Field_009,2021,7.81,Peat,51.27,122.25,48.36,47.16,426.9,20.02,206.32,Hemp,Cassava,3.37,rainfed
Field_004,2019,8.02,CLAY,30.68,12.51,10.41,113.32,310.96,21.51,418.64,Pepper,Pear,3.69,well
Field_012,2021,7.15,Silt,18.09,17.77,43.95,20.59,444.34,28.92,467.22,Millet,Millet,3.01,river
Field_027,2020,5.12,Sandy,39.58,38.87,29.37,28.89,483.61,15.88,182.98,Cotton,Grapes,4.71,canal
Field_036,2021,5.63,peat,43.38,93.4,45.56,34.34,720.19,23.49,424.64,Cotton,Tea,5.76,river
Field_048,2019,5.69,LOAMY,17.63,71.22,75.26,,520.75,13.96,643.34,Blueberry,Sunflower,5.49,river
Field_001,2021,6.23,silt,20.12,14.05,48.33,32.76,355.02,31.7F,241.17,Strawberry,Cotton,9.63,canal
Field_003,2022,8.03,LOAM,29.32,36.64,47.23,65.27,167.48,29.42,573.34,Barley,Banana,5.71,canal
Field_014,2022,5.45,Loam,22.31,143.36,16.25,41.07,435.93,30.41,129.11,Tomato,Canola,1.16,canal
Field_008,2023,5.41,Silt,32.48,158.29,48.33,31.09,196.55,12.39,316.89,Pumpkin,Broccoli,3.25,well
Field_011,2021,7.14,CLAY,21.08,23.86,31.54,88.42,616.61,12.23F,,Cotton,Soybean,8.99,well
Field_036,2020,7.49,peat,30.07,118.23,42.82,32.95,513.73,23.37,forty,Tomato,Sunflower,7.81,river
Field_037,2018,5.28,Sandy,23.94,73.08,42.82,57.16,682.19,18.12,382.97,Oats,Kale,5.36,well
Field_040,2023,5.65,LOAM,10.8,37.96,45.45,88.35,233.63,18.61,442.41,Barley,Plum,2.09,rainfed
Field_038,2021,4.58,SANDY,43.34,99.36,33.84,56.2,675.41,11.41,211.67,Mango,Raspberry,3.69,rainfed
Field_032,2024,5.33,peat,34.27,125.79,56.47,94.21,356.57,27.19F,717.06,Wheat,Banana,7.25,well
Field_009,2023,5.81,Peat,59.73,129.66,54.18,40.06,751.36,19.77,354.38,Wheat,Plum,8.44,rainfed
Field_041,2023,9.43,Sandy,30.89,96.48,46.17,95.59,588.61,18.03,558.33,Flax,Corn,5.41,river
Field_046,2023,,SILT,11.89,112.94,11.78,54.61,434.18,36.03,95.69,Sunflower,Raspberry,7.67,rainfed
Field_023,2023,8.82,LOAM,17.02,119.05,31.78,61.63,215.33,21.27,206.93,Lentil,Pear,0.95,rainfed
Field_019,2021,6.05,Sandy,17.67,169.12,68.13,39.11,533.78,34.84,599.06,Carrot,Pineapple,4.48,rainfed
Field_012,2025,5.6,Silt,18.35,15.68,49.95,30.34,279.87,24.48,617.88,Pea,Tea,0.9,river
Field_004,2020,6.15,CLAY,31.75,11.42,14.89,79.25,280.58,,310.73,Banana,Carrot,9.08,well
Field_049,2025,6.1,Loam,34.12,28.69,21.86,67.21,420.48,12.68,351.6,Coffee,Pumpkin,4.64,canal
Field_016,2020,5.36,clay,17.58,134.35,18.68,75.38,421.45,18.24,297.47,Sweet Potato,Soybean,1.78,well
Field_029,2018,6.52,SANDY,35.42,89.3,21.46,79.68,611.81,15.97F,139.05,Sweet Potato,Beet,9999.0,rainfed
Field_018,2021,5.26,Peat,22.97,53.92,39.66,61.81,273.36,13.12,664.01,Tea,Banana,-3.5,canal
Field_010,2025,5.19,Silt,12.35,115.95,64.94,68.1,696.95,33.62,296.27,Apple,Melon,3.22,canal
Field_007,2018,8.28,PEAT,17.21,34.03,48.53,95.09,404.24,32.88F,144.22,Grapes,Cotton,1.6,canal
Field_009,2020,6.0,Peat,60.78,84.13,53.48,33.03,541.13,17.3,203.54,Sunflower,Onion,8.92,rainfed
Field_040,2025,6.03,LOAM,8.32,39.6,48.12,68.78,244.82,17.23,240.3,Oats,Rice,9.33,rainfed
Field_033,2025,6.71,Silt,19.78,133.95,6.53,95.32,362.34,23.2F,279.16,Coffee,Pear,1.02,well
Field_043,2020,8.49,Loam,44.07,117.54,14.74,30.88,508.74,10.25,301.02,Flax,Coffee,6.66,well
Field_012,2018,7.81,Silt,18.54,14.5,45.74,34.94,414.19,26.49,544.53,Chickpea,Garlic,1.56,river
Field_022,2022,5.27,loam,55.06,79.07,51.17,30.09,472.82,26.0F,469.29,Blueberry,Grapes,5.88,rainfed
Field_032,2023,5.53,peat,25.75,137.13,45.09,67.67,220.87,24.08,757.73,Cotton,Soybean,9.43,well
Field_006,2023,6.53,sandy,30.08,119.08,14.99,44.87,679.34,15.15,117.73,Kale,Lettuce,1.75,well
Field_010,2025,6.53,Silt,9.77,99.11,58.93,76.61,456.12,33.07F,211.93,Rye,Melon,1.57,canal
Field_021,2025,5.55,SANDY,29.91,39.57,44.91,71.14,597.28,28.74F,535.5,Spinach,Apple,6.25,rainfed
Field_032,2020,6.82,peat,43.57,101.65,68.97,102.4,383.4,26.84F,526.22,Tea,Tea,8.32,well
Field_035,2018,6.66,Clay,13.65,34.04,30.85,88.17,22.2 in,26.92,491.43,Canola,Rice,0.62,river
Field_048,2020,6.64,LOAMY,15.61,75.14,51.71,37.26,24.0 in,12.83,670.45,Rye,Millet,6.37,river
Field_031,2020,7.24,PEAT,34.54,49.81,64.49,30.66,220.42,11.12,697.91,Sweet Potato,Melon,5.42,canal
Field_020,2018,6.29,LOAM,18.17,99.76,16.84,70.38,477.31,15.2,600.04,Sunflower,Hemp,5.96,rainfed
Field_047,2025,7.86,Loam,27.02,10.42,47.44,65.4,175.53,24.63,221.96,Barley,Tomato,6.75,rainfed
Field_043,2025,6.78,Loam,31.16,97.71,17.03,28.58,302.1,9.54,297.91,Cauliflower,Corn,3.56,well
Field_049,2020,6.35,Loam,36.63,18.63,13.54,forty,504.19,12.19,356.38,Potato,Rye,7.65,canal
Field_034,2018,7.22,loam,39.35,101.26,22.58,78.43,196.35,23.62,114.65,Apple,Sweet Potato,6.07,well
Field_003,2021,8.32,LOAM,18.95,28.73,51.3,95.07,195.77,26.44,513.32,Millet,Potato,5.17,canal
Field_028,2024,7.2,Loam,60.36,47.24,59.17,80.94,194.96,16.68,400.79,Sunflower,Sunflower,4.56,well
Field_020,2022,5.8,LOAM,21.17,101.33,18.56,88.79,303.42,16.11,496.31,Pepper,Rye,4.12,rainfed
Field_004,2025,6.29,CLAY,41.98,16.08,13.99,80.68,277.26,18.61,441.4,Hemp,Rice,9.62,well
Field_024,2018,6.09,Clay,21.12,32.66,42.38,78.52,23.3 in,28.86F,310.88,Spinach,Pumpkin,7.0,river
Field_001,2019,6.68,silt,21.49,,43.64,27.94,341.87,27.22,251.81,Sunflower,Onion,6.53,canal
Field_039,2023,6.11,SILT,21.33,27.36,38.74,50.12,130.86,9.49,362.02,Apple,Apple,3.79,rainfed
Field_004,2021,5.06,CLAY,27.8,12.36,10.41,95.72,505.14,21.4,298.44,Plum,Beet,9.23,well
Field_048,2022,5.06,LOAMY,23.3,76.91,54.06,30.12,676.32,15.12,710.57,Rice,Plum,3.16,river
Field_017,2024,6.14,sandy,25.46,101.65,,24.96,284.49,11.31,324.34,Potato,Potato,8.44,rainfed
Field_043,2021,,Loam,31.7,136.61,19.59,24.25,458.63,9.36,241.74,Cucumber,Cucumber,8.23,well
Field_046,2022,9.46,SILT,11.95,99.48,12.69,65.79,16.3 in,28.41,74.21,Canola,Pea,2.42,rainfed
Field_017,2021,6.07,sandy,28.62,100.53,61.47,18.24,465.21,12.13,414.66,Chickpea,Melon,3.6,rainfed
Field_041,2020,8.21,Sandy,41.62,87.29,40.81,65.25,387.02,22.18,861.59,Rice,Rice,5.19,river
Field_014,2023,5.26,Loam,32.06,102.74,19.06,46.94,355.12,33.75,80.23,Potato,Potato,9.94,canal
Field_047,2024,6.27,Loam,26.2,12.84,39.37,84.92,168.76,22.56,227.43,Rye,Blueberry,0.96,rainfed
Field_044,2020,7.4,Peat,41.03,100.35,39.96,35.86,562.78,13.83,501.89,Pumpkin,Pumpkin,8.22,well
Field_009,2022,6.02,Peat,50.74,107.48,56.79,38.74,456.83,20.09,241.98,Grapes,Tea,4.03,rainfed
Field_043,2024,6.53,Loam,48.22,173.1,16.93,20.56,250.32,8.78,235.57,Cabbage,Beet,4.23,well
Field_010,2018,6.91,Silt,15.38,127.68,41.5,81.88,624.04,25.43,261.09,Carrot,Carrot,2.35,canal
Field_013,2022,5.75,Peat,37.05,102.14,47.84,33.74,238.75,27.53,484.52,Hemp,Cotton,8.11,rainfed
Field_002,2021,7.43,clay,39.69,101.03,25.85,30.75,703.14,25.78,108.11,Spinach,Apple,3.91,canal
Field_026,2023,7.27,clay,44.49,,10.5,42.55,forty,18.92,629.78,Sweet Potato,Pineapple,8.04,canal
Field_003,2019,8.06,LOAM,26.59,30.11,39.97,77.0,264.92,30.36,303.76,Potato,Kale,2.42,canal
Field_046,2024,7.99,SILT,10.14,130.47,12.8,56.73,389.31,30.33,74.28,Bean,Pear,4.5,rainfed
Field_003,2018,6.41,LOAM,24.58,26.0,59.87,88.01,244.74,29.8F,339.22,Strawberry,Chickpea,6.42,canal
Field_014,2021,6.6,Loam,23.54,130.76,17.42,46.24,327.37,29.15,89.02,Sorghum,Hemp,8.69,canal
Field_044,2023,5.4,Peat,50.16,62.31,29.77,29.97,32.4 in,14.01F,500.34,Banana,Soybean,6.79,well
Field_043,2020,6.71,Loam,43.01,126.15,19.21,34.26,290.05,7.92,186.49,Banana,Plum,5.52,well
Field_039,2025,5.96,SILT,19.84,24.45,38.91,39.62,189.59,9.59,656.67,Canola,Pea,3.7,rainfed
Field_048,2019,4.6,LOAMY,23.32,48.62,46.24,38.48,863.49,15.49,474.92,Cauliflower,Rice,0.71,river
Field_029,2022,7.39,SANDY,32.92,92.01,18.61,59.86,531.61,15.63F,81.22,Cocoa,Rice,4.1,rainfed
Field_026,2024,6.04,clay,35.96,74.07,17.13,48.73,211.44,22.97,536.63,Flax,Barley,9.53,canal
Field_031,2024,7.46,PEAT,39.55,53.33,52.45,45.64,9.8 in,12.3,757.63,Flax,Potato,6.85,canal
Field_003,2020,5.8,LOAM,28.81,37.53,70.32,58.88,,27.84,564.39,Oats,Soybean,7.6,canal
Field_028,2020,6.28,Loam,46.14,34.03,65.0,93.39,288.12,18.46F,311.31,Canola,Canola,5.87,well
Field_049,2022,5.45,Loam,25.13,17.08,14.57,108.25,434.47,12.12,425.1,Tomato,Cauliflower,2.99,canal
Field_025,2023,8.03,Silt,19.68,49.49,32.39,77.02,554.02,29.07,481.54,Pumpkin,Pumpkin,9.1,well
Field_027,2019,4.94,Sandy,51.83,49.67,35.73,29.91,470.95,16.19,176.46,Onion,Rice,4.36,canal
Field_003,2021,6.23,LOAM,29.17,33.76,65.25,100.39,9.5 in,29.29,356.72,Oats,Oats,6.86,canal
Field_044,2024,6.86,Peat,48.99,74.43,41.56,31.01,19.0 in,13.91,480.91,Peach,Onion,1.14,well
Field_011,2022,5.34,CLAY,16.49,22.42,18.62,65.36,670.57,12.52F,,Sunflower,Cotton,7.97,well
Field_028,2022,7.35,Loam,54.39,46.01,44.73,60.8,356.15,19.98,534.65,Broccoli,Lettuce,0.71,well
Field_022,2018,7.23,loam,47.94,101.07,35.08,21.33,447.36,23.23,601.24,Plum,Bean,7.38,rainfed
Field_026,2019,8.21,clay,29.84,83.09,17.05,43.19,351.93,19.32,387.32,Pumpkin,Pumpkin,8.25,canal
Field_003,2023,7.04,LOAM,23.52,22.1,55.16,65.28,289.33,32.24,308.18,Grapes,Soybean,1.89,canal
Field_048,2020,5.26,LOAMY,23.61,71.33,62.15,26.75,845.94,15.92,771.85,Cauliflower,Millet,6.14,river
Field_046,2023,5.87,SILT,11.5,153.96,12.74,50.81,555.0,29.53,116.5,Cabbage,Blueberry,5.63,rainfed
Field_045,2024,6.99,clay,38.35,32.55,46.06,54.72,329.99,18.57,208.75,Carrot,Rye,6.18,river
Field_009,2025,5.88,Peat,62.25,149.5,44.97,-1,691.85,21.89,337.68,Banana,Banana,8.84,rainfed
Field_024,2024,5.93,Clay,22.89,32.91,45.92,99.85,619.05,-1,366.27,Chickpea,Raspberry,0.89,river
Field_009,2025,8.72,Peat,54.4,99.84,53.93,37.16,786.97,19.9,333.71,Grapes,Sunflower,3.43,rainfed
Field_034,2019,5.94,loam,45.17,66.32,16.44,94.22,10.6 in,22.3,78.7,Carrot,Hemp,6.77,well
Field_032,2018,7.21,peat,44.42,128.29,49.18,62.69,420.99,28.52,458.22,Rice,Tea,4.44,well
Field_040,2020,7.62,LOAM,13.04,35.75,56.17,63.51,8.6 in,19.47,324.24,Peach,Peach,2.15,rainfed
Field_034,2024,4.63,loam,46.85,92.67,16.82,112.6,323.73,19.74,109.07,Broccoli,Cucumber,5.9,well
Field_049,2025,5.82,Loam,23.77,23.48,19.36,113.58,353.31,14.27,332.88,Pepper,Pepper,9.62,canal
Field_030,2021,5.74,Silt,22.32,63.73,57.23,61.27,23.3 in,8.68F,521.49,Pea,Onion,7.49,rainfed
Field_015,2025,8.53,peat,26.14,47.93,20.79,39.42,426.24,17.08,681.88,Apple,Barley,4.18,well
Field_038,2025,6.13,SANDY,58.42,75.53,31.16,51.55,732.38,12.33,283.57,Blueberry,Sorghum,9.72,rainfed
Field_006,2024,6.76,sandy,37.11,84.76,12.56,28.26,416.53,13.79F,152.87,Flax,Flax,3.1,well
Field_003,2018,5.53,LOAM,,27.97,39.01,67.07,253.77,29.63F,489.76,Pepper,Pepper,5.87,canal
Field_032,2019,5.94,peat,30.93,127.09,59.72,91.48,417.04,25.18,774.34,Soybean,Sweet Potato,5.37,well
Field_020,2020,6.88,LOAM,19.43,67.96,14.89,63.21,393.36,14.05,464.7,Oats,Sunflower,9.97,rainfed
Field_007,2019,6.95,PEAT,23.6,46.33,29.79,66.23,405.46,29.77,245.84,Sunflower,Cocoa,1.48,canal
Field_035,2022,6.53,Clay,15.37,50.81,forty,56.81,333.91,21.75,668.61,Pepper,Pear,8.42,river
Field_013,2019,6.57,Peat,36.29,89.83,27.86,30.12,263.4,28.74,898.54,Cauliflower,Chickpea,8.32,rainfed
Field_023,2021,8.4,LOAM,16.45,126.6,32.97,78.0,206.28,21.25,116.38,Wheat,Pepper,3.9,rainfed
Field_050,2025,5.48,Peat,25.6,100.87,62.96,81.69,658.27,12.37F,502.61,Cabbage,Cabbage,8.72,well
Field_006,2024,6.39,sandy,34.82,,17.91,27.13,451.3,12.73F,121.54,Hemp,Corn,2.34,well
Field_023,2024,7.61,LOAM,24.03,134.78,30.7,77.39,207.64,21.71,151.03,Sorghum,Pineapple,7.47,rainfed
Field_020,2022,7.12,LOAM,13.89,113.17,18.52,94.69,524.41,15.29,347.54,Plum,Pear,5.79,rainfed
Field_002,2024,6.15,clay,39.56,155.64,30.0,30.36,477.59,24.78,82.8,Coffee,Canola,7.68,canal
Field_001,2025,7.48,silt,29.23,14.34,56.75,28.73,594.05,34.21F,251.46,Rye,Pineapple,5.86,canal
Field_036,2018,5.43,peat,53.86,134.59,52.07,48.98,480.48,27.88,634.08,Cassava,Strawberry,7.91,river
Field_040,2022,6.02,LOAM,12.77,49.63,56.4,95.25,310.18,18.09,316.51,Oats,Pumpkin,3.99,rainfed
